tag,code,date,dbh,east,north,stems,status07,BA,near_dist,near_east,near_north,utm_east,utm_north
6351,PSEUME,24-Jul-07,41,143.4,219.8,1,L,0.001320254,3.4,140,220,417889.0888,4096826.156
6352,QUERPA,24-Jul-07,308,132.3,206.7,1,IL,0.074506011,10.2,140,200,417875.033,4096816.294
6353,LONIHI,24-Jul-07,22,140,264.1,1,,0.000380133,4.1,140,260,417897.0187,4096869.873
6354,PSEUME,24-Jul-07,151,139.9,263.5,1,,0.017907864,3.6,140,260,417896.77,4096869.318
6355,QUERAG,24-Jul-07,54,145.3,260.8,1,,0.002290221,5.4,140,260,417901.3102,4096865.338
6356,PSEUME,24-Jul-07,878,146.1,260.3,1,,0.605450878,6.1,140,260,417901.9575,4096864.652
6357,QUERAG,24-Jul-07,85,146.7,263.3,1,,0.005674502,7.5,140,260,417903.2977,4096867.402
6358,PSEUME,24-Jul-07,1084,145.8,266.5,1,I,0.922886824,8.7,140,260,417903.2374,4096870.726
6359,QUERPA,24-Jul-07,22,145.2,264.2,1,L,0.000380133,6.7,140,260,417902.0745,4096868.653
6360,QUERAG,24-Jul-07,20,144.5,264.7,1,I,0.000314159,6.5,140,260,417901.5239,4096869.314
6361,HETEAR,24-Jul-07,12,144.3,265.1,1,L,0.000113097,6.6,140,260,417901.4317,4096869.751
6362,PSEUME,24-Jul-07,146,156,263.4,1,,0.016741547,5.2,160,260,417912.3198,4096865.144
6363,LITHDE,24-Jul-07,42,155.2,266.1,1,,0.001385442,7.8,160,260,417912.2297,4096867.958
6364,TOXIDI,24-Jul-07,17,153.8,263.7,1,,0.00022698,7.2,160,260,417910.2675,4096865.991
6365,TOXIDI,24-Jul-07,11,157.4,267.4,1,,9.50E-05,7.8,160,260,417914.6872,4096868.659
6366,LITHDE,24-Jul-07,42,158.8,268,3,M,0.002272942,8.1,160,260,417916.1935,4096868.885
6367,PSEUME,24-Jul-07,159,156,272.5,1,,0.019855651,8.5,160,280,417914.6244,4096873.947
6368,LITHDE,24-Jul-07,28,158.4,271.5,2,M,0.001633628,8.6,160,280,417916.6929,4096872.372
6369,PSEUME,31-Jul-07,230,152.7,270.7,1,,0.041547563,11.8,160,280,417910.9761,4096873.042
6370,LITHDE,31-Jul-07,140,153.4,273.9,1,,0.015393804,9,160,280,417912.4637,4096875.96
6371,LITHDE,31-Jul-07,136,156.1,273.5,1,,0.014526724,7.6,160,280,417914.9744,4096874.889
6372,LITHDE,31-Jul-07,37,158.2,275.8,1,,0.00107521,4.6,160,280,417917.5884,4096876.582
6373,PSEUME,31-Jul-07,171,158.7,278,1,,0.022965828,2.4,160,280,417918.6293,4096878.584
6374,PSEUME,31-Jul-07,30,157.3,277.9,1,,0.000706858,3.5,160,280,417917.2496,4096878.842
6375,LITHDE,31-Jul-07,23,155.9,275.4,1,L,0.000415476,6.2,160,280,417915.2621,4096876.778
6376,LITHDE,31-Jul-07,79,141.4,282.2,1,,0.00490167,2.6,140,280,417902.9569,4096887.028
6377,PSEUME,31-Jul-07,58,157.4,279,1,,0.002642079,2.8,160,280,417917.6249,4096879.881
6378,LITHDE,31-Jul-07,66,157.1,278.4,1,I,0.003421194,3.3,160,280,417917.1827,4096879.376
6379,LITHDE,31-Jul-07,48,156.7,278.5,1,,0.001809557,3.7,160,280,417916.8211,4096879.574
6380,PSEUME,31-Jul-07,309,154.6,276.3,1,,0.074990602,6.5,160,280,417914.2324,4096877.978
6381,LITHDE,31-Jul-07,101,153.6,276.2,1,,0.008011847,7.5,160,280,417913.2397,4096878.134
6382,RHAMCA,31-Jul-07,69,152.6,277.9,7,M,0.01271324,7.7,160,280,417912.7028,4096880.032
6383,QUERPA,31-Jul-07,98,149.6,275.4,1,L,0.007542964,10.7,140,280,417909.1675,4096878.373
6384,QUERPA,31-Jul-07,172,145,278.8,2,M,0.037549101,5.2,140,280,417905.5785,4096882.828
6385,QUERPA,31-Jul-07,146,140,278.3,1,,0.016741547,1.7,140,280,417900.6148,4096883.61
6386,QUERPA,31-Jul-07,34,145.3,273.8,2,M,0.001480476,8.2,140,280,417904.6024,4096877.915
6387,TOXIDI,31-Jul-07,14,145.4,273.5,1,,0.000153938,8.5,140,280,417904.6232,4096877.599
6388,QUERPA,31-Jul-07,21,146.4,272.6,2,M,0.000459458,9.8,140,280,417905.3627,4096876.475
6389,TOXIDI,31-Jul-07,14,156.9,260,1,Y,0.000153938,3.1,160,260,417912.3294,4096861.627
6390,TOXIDI,31-Jul-07,13,157.2,259.7,1,Y,0.000132732,2.8,160,260,417912.5437,4096861.261
6391,TOXIDI,31-Jul-07,14,143.2,280.9,1,,0.000153938,3.3,140,280,417904.369,4096885.315
6392,TOXIDI,1-Aug-07,12,144.1,280.5,1,,0.000113097,4.1,140,280,417905.1383,4096884.7
6393,TOXIDI,1-Aug-07,10,143.1,281,1,,7.85E-05,3.2,140,280,417904.2976,4096885.437
6394,QUERPA,1-Aug-07,41,148,283.1,1,,0.001320254,8.6,140,280,417909.5697,4096886.228
6395,TOXIDI,1-Aug-07,17,148,283.1,1,,0.00022698,8.6,140,280,417909.5697,4096886.228
6396,LITHDE,1-Aug-07,12,150.6,284.7,1,,0.000113097,10.5,160,280,417912.4901,4096887.117
6397,LITHDE,1-Aug-07,25,148.8,284.7,3,M,0.00068094,10,140,280,417910.7488,4096887.573
6398,QUERPA,1-Aug-07,144,148.2,286.2,1,,0.016286016,10.3,140,280,417910.5482,4096889.176
6399,TOXIDI,1-Aug-07,12,151.7,283.8,1,,0.000113097,9.1,160,280,417913.3263,4096885.968
6400,QUERPA,1-Aug-07,25,153.3,282.3,3,M,0.000786969,7.1,160,280,417914.4943,4096884.111
6401,TOXIDI,30-Jul-07,15,127.3,278.8,1,,0.000176715,7.4,120,280,417888.4555,4096887.31
6402,LONIHI,30-Jul-07,13,138.7,272.3,1,,0.000132732,7.8,140,280,417897.8377,4096878.135
6403,LITHDE,1-Aug-07,35,149.6,282.9,1,,0.000962113,10.1,140,280,417911.0668,4096885.629
6404,PINUAT,1-Aug-07,198,152.2,281.5,1,,0.03079075,8,160,280,417913.2275,4096883.616
6405,TOXIDI,1-Aug-07,13,155.6,281.6,1,,0.000132732,4.7,160,280,417916.542,4096882.852
6406,LITHDE,1-Aug-07,60,155.7,282.5,1,,0.002827433,5,160,280,417916.8667,4096883.697
6407,LITHDE,1-Aug-07,79,155.2,282.7,1,,0.00490167,5.5,160,280,417916.4336,4096884.017
6408,LITHDE,1-Aug-07,35,157,281.2,1,L,0.000962113,3.2,160,280,417917.7951,4096882.11
6409,LITHDE,1-Aug-07,15,157.4,282.3,1,,0.000176715,3.5,160,280,417918.4606,4096883.073
6410,RHAMCA,1-Aug-07,108,155.5,283.6,4,M,0.009808838,5.8,160,280,417916.9518,4096884.812
6411,LITHDE,1-Aug-07,15,158.7,284.7,1,,0.000176715,4.8,160,280,417920.326,4096885.066
6412,LITHDE,1-Aug-07,13,155.9,284.5,1,L,0.000132732,6.1,160,280,417917.5667,4096885.581
6413,LITHDE,1-Aug-07,15,153.3,285.1,1,L,0.000176715,8.4,160,280,417915.2034,4096886.82
6414,TOXIDI,1-Aug-07,13,153.4,286.3,1,,0.000132732,9.1,160,280,417915.604,4096887.956
6416,QUERPA,1-Aug-07,23,152.2,289.9,3,M,0.001397223,12.6,160,280,417915.3548,4096891.742
6417,LITHDE,1-Aug-07,259,153.9,289.4,2,M,0.052886356,11.2,160,280,417916.8728,4096890.828
6418,QUERPA,13-Sep-07,297,157.4,287.2,1,,0.069279187,7.7,160,280,417919.7016,4096887.813
6419,QUERPA,1-Aug-07,28,155.5,295.5,1,,0.000615752,6.4,160,300,417919.9655,4096896.324
6420,TOXIDI,1-Aug-07,13,155.6,295.6,1,,0.000132732,6.2,160,300,417920.0875,4096896.395
6421,LONIHI,1-Aug-07,19,155.5,295.5,1,,0.000283529,6.4,160,300,417919.9655,4096896.324
6422,QUERAG,1-Aug-07,112,155.1,296.4,1,,0.009852035,6.1,160,300,417919.8064,4096897.296
6423,LITHDE,1-Aug-07,17,154.7,296,1,L,0.00022698,6.6,160,300,417919.3182,4096897.01
6424,LITHDE,1-Aug-07,82,157.4,297.3,1,,0.005281017,3.8,160,300,417922.2594,4096897.584
6425,LITHDE,1-Aug-07,10,157.2,298.2,1,,7.85E-05,3.3,160,300,417922.2938,4096898.505
6429,LITHDE,1-Aug-07,28,155.8,297.7,1,,0.000615752,4.8,160,300,417920.8129,4096898.376
6430,LITHDE,1-Aug-07,21,155.4,298.9,1,L,0.000346361,4.7,160,300,417920.7298,4096899.638
6433,ARBUME,1-Aug-07,247,151.9,297.5,1,,0.047916357,8.5,160,300,417916.9893,4096899.17
6434,PSEUME,1-Aug-07,51,140.3,299.6,1,,0.002042821,0.6,140,300,417906.2993,4096904.14
6435,PSEUME,1-Aug-07,174,140.6,297.5,1,,0.023778715,2.6,140,300,417906.0577,4096902.032
6436,CORYCO,1-Aug-07,33,141.4,299.9,4,M,0.00118281,1.4,140,300,417907.4394,4096904.151
6437,QUERPA,1-Aug-07,19,146.2,299,1,L,0.000283529,6.3,140,300,417911.855,4096902.065
6438,HETEAR,1-Aug-07,141,146.1,296.8,10,LM,0.056901312,6.9,140,300,417911.2011,4096899.962
6439,QUERPA,1-Aug-07,58,147.4,297.5,1,,0.002642079,7.8,140,300,417912.636,4096900.31
6440,LITHDE,1-Aug-07,76,147.3,299.1,1,,0.00453646,7.4,140,300,417912.9445,4096901.883
6441,LITHDE,1-Aug-07,56,149,297.6,3,LM,0.003088971,9.3,140,300,417914.2092,4096900.002
6442,LITHDE,1-Aug-07,126,148.3,296.4,1,,0.012468981,9.1,140,300,417913.2281,4096899.018
6446,TOXIDI,1-Aug-07,12,148,299.9,1,,0.000113097,8,140,300,417913.8243,4096902.48
6447,HETEAR,1-Aug-07,66,150.4,298.6,2,M,0.003912068,9.7,160,300,417915.8168,4096900.615
6448,QUERAG,1-Aug-07,130,150.3,298.6,1,L,0.013273229,9.8,160,300,417915.7201,4096900.64
6449,TOXIDI,1-Aug-07,10,149.9,298.8,2,M,0.00015708,10,140,300,417915.3838,4096900.935
6450,QUERPA,1-Aug-07,35,149.6,295.6,2,LIM,0.002485785,10.6,140,300,417914.2831,4096897.915
6451,QUERPA,1-Aug-07,39,150.2,295.2,1,,0.001194591,10.9,160,300,417914.7623,4096897.376
6452,HETEAR,1-Aug-07,38,150.7,295.4,1,L,0.001134115,10.4,160,300,417915.2966,4096897.443
6453,HETEAR,1-Aug-07,14,150.9,295.5,1,Y,0.000153938,10.1,160,300,417915.5154,4096897.489
6454,TOXIDI,1-Aug-07,10,150.7,295.5,1,,7.85E-05,10.3,160,300,417915.322,4096897.54
6455,QUERAG,1-Aug-07,122,152.1,297,1,L,0.011689866,8.5,160,300,417917.0562,4096898.636
6456,LITHDE,1-Aug-07,85,151.1,299.4,1,L,0.005674502,8.9,160,300,417916.6966,4096901.211
6457,QUERPA,1-Aug-07,30,152.4,292.9,3,M,0.001378374,10.4,160,300,417916.3081,4096894.594
6458,LITHDE,1-Aug-07,25,152.4,293.8,3,M,0.001511891,9.8,160,300,417916.536,4096895.464
6459,TOXIDI,1-Aug-07,16,154.1,293.2,7,M,0.000870221,9,160,300,417918.0286,4096894.454
6460,QUERPA,1-Aug-07,14,154.1,291.8,1,L,0.000153938,10.1,160,300,417917.6741,4096893.099
6461,LITHDE,1-Aug-07,13,150.1,291.7,1,,0.000132732,12.9,160,300,417913.7792,4096894.015
6462,LITHDE,1-Aug-07,34,148.7,292.4,1,,0.00090792,11.6,140,300,417912.6021,4096895.047
6463,TOXIDI,1-Aug-07,17,149.3,293,3,M,0.000435111,11.6,140,300,417913.3345,4096895.476
6464,LITHDE,1-Aug-07,45,140.2,284.2,1,L,0.001590431,4.3,140,280,417902.3025,4096889.267
6465,QUERPA,1-Aug-07,62,140.8,284.7,1,L,0.003019071,4.8,140,280,417903.0096,4096889.599
6466,LITHDE,1-Aug-07,49,139.3,285.8,1,,0.001885741,5.8,140,280,417901.8371,4096891.043
6467,QUERAG,1-Aug-07,144,122.1,282.2,2,M,0.017947919,3,120,280,417884.2861,4096891.916
6468,ACERMA,1-Aug-07,532,123,283.6,1,L,0.22228653,4.7,120,280,417885.5113,4096893.043
6469,QUERPA,1-Aug-07,85,122.8,284,1,L,0.005674502,4.8,120,280,417885.4191,4096893.48
6470,QUERPA,1-Aug-07,145,120.7,284.5,1,I,0.016512996,4.5,120,280,417883.5142,4096894.496
6471,CORYCO,1-Aug-07,29,123.5,286.7,9,M,0.002688418,7.5,120,280,417886.78,4096895.915
6472,CORYCO,1-Aug-07,26,122.3,289,17,M,0.003808396,9.3,120,280,417886.2016,4096898.444
6473,CORYCO,1-Aug-07,41,124.2,290.3,18,M,0.009796271,10.6,120,300,417888.3689,4096899.22
6474,CORYCO,1-Aug-07,21,124.1,292.5,8,M,0.001368164,8.6,120,300,417888.8293,4096901.374
6475,CORYCO,1-Aug-07,34,123,292.8,10,M,0.002361692,7.8,120,300,417887.8412,4096901.943
6476,CORYCO,1-Aug-07,35,121.7,291.9,6,M,0.003778551,8.3,120,300,417886.3556,4096901.401
6477,QUERPA,1-Aug-07,19,121.8,292.3,1,,0.000283529,7.9,120,300,417886.5537,4096901.763
6478,CORYCO,1-Aug-07,37,126.5,286.3,27,M,0.009373727,9,120,280,417889.581,4096894.768
6479,QUERPA,1-Aug-07,163,126.5,287.2,1,,0.020867244,9.7,120,280,417889.8089,4096895.639
6480,LITHDE,1-Aug-07,14,127.9,288.8,2,M,0.000232478,11.8,120,280,417891.5684,4096896.832
6481,TOXIDI,1-Aug-07,16,130.4,290,3,M,0.000412334,13.9,140,280,417894.2908,4096897.36
6482,LITHDE,1-Aug-07,53,130.7,289.9,1,,0.002206183,13.6,140,280,417894.5557,4096897.187
6483,LITHDE,1-Aug-07,14,129.7,291,1,,0.000153938,13.2,120,300,417893.8669,4096898.505
6484,LITHDE,1-Aug-07,152,129.2,293.8,1,,0.018145839,11.1,120,300,417894.0923,4096901.34
6485,LITHDE,1-Aug-07,20,130.9,293.6,1,,0.000314159,11.2,140,300,417895.6862,4096900.716
6486,RHAMCA,1-Aug-07,41,123.9,297.9,1,,0.001320254,4.4,120,300,417890.0034,4096906.649
6487,LITHDE,1-Aug-07,159,120,295.6,1,,0.019855651,4.4,120,300,417885.6481,4096905.411
6488,QUERAG,1-Aug-07,205,121.4,297.4,1,,0.033006358,3,120,300,417887.4583,4096906.798
6489,PSEUME,1-Aug-07,184,132.6,297.4,1,,0.02659044,7.8,140,300,417898.2932,4096903.962
6490,CORYCO,1-Aug-07,27,133.5,298.9,13,M,0.003743208,6.6,140,300,417899.5437,4096905.185
6491,QUERAG,1-Aug-07,545,133.3,298.4,1,,0.233282889,6.9,140,300,417899.2236,4096904.752
6492,LITHDE,1-Aug-07,33,134.9,298.5,1,,0.000855299,5.3,140,300,417900.7968,4096904.443
6493,QUERPA,1-Aug-07,12,133.6,295,4,M,0.000457102,8.1,140,300,417898.6528,4096901.386
6494,LITHDE,1-Aug-07,20,134.2,295,4,M,0.001024945,7.6,140,300,417899.2332,4096901.235
6495,LONIHI,1-Aug-07,11,134.1,295.2,1,,9.50E-05,7.5,140,300,417899.1871,4096901.453
6496,PSEUME,1-Aug-07,99,137.4,298.7,1,,0.007697687,2.9,140,300,417903.2659,4096904.004
6497,CORYCO,1-Aug-07,26,137.6,299.2,6,M,0.002062456,2.5,140,300,417903.586,4096904.437
6498,QUERPA,1-Aug-07,33,139,299.1,1,L,0.000855299,1.4,140,300,417904.9151,4096903.985
6499,QUERPA,1-Aug-07,34,138.7,298,1,L,0.00090792,2.3,140,300,417904.3463,4096902.997
6500,LONIHI,1-Aug-07,15,138.8,297.1,1,,0.000176715,3.1,140,300,417904.2151,4096902.101
6501,QUERPA,1-Aug-07,24,135.9,281.2,1,L,0.000452389,4.2,140,280,417897.3829,4096887.454
6502,LITHDE,1-Aug-07,67,135.8,280.7,1,,0.003525652,4.3,140,280,417897.1596,4096886.996
6503,RHAMCA,1-Aug-07,64,130.1,282.3,1,L,0.003216991,10.1,140,280,417892.0506,4096889.987
6504,QUERAG,1-Aug-07,28,128.9,284,1,YX,0.000615752,9.8,120,280,417891.3202,4096891.935
6505,ACERMA,1-Aug-07,438,132.7,285.5,2,LM,0.158685772,9.1,140,280,417895.3762,4096892.424
6506,QUERPA,1-Aug-07,23,126.3,282.4,1,L,0.000415476,6.7,120,280,417888.3998,4096891.046
6507,CORYCO,1-Aug-07,20,125.5,283.9,9,LM,0.001821338,6.7,120,280,417888.0057,4096892.7
6508,ARBUME,1-Aug-07,658,137.1,295.1,1,,0.34004913,5.7,140,300,417902.064,4096900.597
6509,LITHDE,1-Aug-07,24,142.3,294.6,1,,0.000452389,5.9,140,300,417906.9679,4096898.796
6510,QUERAG,1-Aug-07,111,141.9,284.8,1,LI,0.009676891,5.2,140,280,417904.099,4096889.417
6512,CORYCO,1-Aug-07,16,137,287.5,5,LM,0.000834093,8.1,140,280,417900.0426,4096893.27
6513,LITHDE,1-Aug-07,18,138.5,286.4,2,LM,0.000333009,6.6,140,280,417901.2151,4096891.826
6514,LITHDE,1-Aug-07,17,137.7,286.1,1,L,0.00022698,6.5,140,280,417900.3652,4096891.738
6515,TOXIDI,1-Aug-07,13,135.6,290.6,1,,0.000132732,10.4,140,300,417899.4733,4096896.623
6516,TOXIDI,1-Aug-07,11,135.2,291.6,1,,9.50E-05,9.7,140,300,417899.3396,4096897.692
6517,TOXIDI,1-Aug-07,12,135.1,291.5,1,,0.000113097,9.8,140,300,417899.2175,4096897.621
6518,QUERPA,1-Aug-07,217,143.9,289.2,1,,0.036983614,10,140,280,417907.1481,4096893.167
6519,TOXIDI,1-Aug-07,10,144.2,284.4,1,,7.85E-05,6.1,140,280,417906.2228,4096888.448
6520,QUERAG,1-Aug-07,132,139.4,293.7,1,,0.013684778,6.3,140,300,417903.9345,4096898.66
6521,LITHDE,1-Aug-07,11,139.1,292.9,2,M,0.000190066,7.1,140,300,417903.4417,4096897.962
6522,TOXIDI,1-Aug-07,12,139.1,292.4,1,,0.000113097,7.7,140,300,417903.315,4096897.478
6523,QUERAG,1-Aug-07,301,144,294.9,1,,0.071157859,6.5,140,300,417908.6884,4096898.656
6524,QUERPA,1-Aug-07,116,140.9,290.8,1,,0.010568318,9.3,140,300,417904.6511,4096895.475
6525,TOXIDI,1-Aug-07,10,140.9,290.5,1,,7.85E-05,9.5,140,300,417904.5752,4096895.184
6526,QUERPA,1-Aug-07,26,149.6,290.3,1,,0.000530929,13.6,140,300,417912.9409,4096892.788
6527,TOXIDI,1-Aug-07,13,140.9,290.4,1,,0.000132732,9.6,140,300,417904.5498,4096895.088
6528,TOXIDI,1-Aug-07,13,149.5,290.2,1,,0.000132732,13.7,140,300,417912.8188,4096892.716
6529,TOXIDI,1-Aug-07,10,148.6,289.9,1,,7.85E-05,13.1,140,280,417911.8722,4096892.654
6530,LITHDE,1-Aug-07,12,149.7,288.7,1,,0.000113097,13,140,280,417912.6324,4096891.215
6531,LITHDE,1-Aug-07,29,148.3,288.9,2,M,0.000837234,12.2,140,280,417911.3287,4096891.763
6532,TOXIDI,1-Aug-07,12,148.5,289.7,1,,0.000113097,12.9,140,280,417911.7248,4096892.486
6533,QUERPA,1-Aug-07,18,137.4,281.6,1,L,0.000254469,3.1,140,280,417898.9353,4096887.461
6534,PSEUME,1-Aug-07,37,132.9,279,1,,0.00107521,7.2,140,280,417893.9236,4096886.085
6535,TOXIDI,1-Aug-07,10,129.2,293.8,1,,7.85E-05,11.1,120,300,417894.0923,4096901.34
6536,TOXIDI,1-Aug-07,10,123.2,293.1,1,,7.85E-05,7.6,120,300,417888.1106,4096902.182
6537,LITHDE,1-Aug-07,10,137.1,298.5,1,L,7.85E-05,3.3,140,300,417902.9251,4096903.886
6538,TOXIDI,1-Aug-07,13,137.5,298.9,1,,0.000132732,2.7,140,300,417903.4133,4096904.172
6539,TOXIDI,1-Aug-07,10,150.4,281.3,1,,7.85E-05,9.7,160,280,417911.4356,4096883.878
6540,TOXIDI,1-Aug-07,10,155.6,295.6,1,,7.85E-05,6.2,160,300,417920.0875,4096896.395
6541,ARBUME,3-Aug-07,20,180.8,19.8,1,,0.000314159,0.8,180,20,417874.6192,4096623.204
6542,PSEUME,3-Aug-07,18,181.5,19.7,1,,0.000254469,1.5,180,20,417875.2711,4096622.93
6543,PSEUME,3-Aug-07,186,181.7,18.7,1,,0.027171635,2.1,180,20,417875.2113,4096621.912
6544,PSEUME,3-Aug-07,21,182.7,19.5,1,,0.000346361,2.7,180,20,417876.3813,4096622.433
6545,PSEUME,3-Aug-07,41,182.8,18.6,1,,0.001320254,3.1,180,20,417876.2501,4096621.537
6546,PSEUME,3-Aug-07,35,183.4,19,1,,0.000962113,3.5,180,20,417876.9319,4096621.772
6547,PSEUME,3-Aug-07,14,182.5,17.7,1,,0.000153938,3.3,180,20,417875.732,4096620.742
6548,QUERPA,3-Aug-07,196,183.2,18.1,2,M,0.030744411,3.8,180,20,417876.5105,4096620.952
6549,PSEUME,3-Aug-07,121,183.5,17.3,1,,0.011499015,4.4,180,20,417876.5981,4096620.102
6550,PSEUME,3-Aug-07,49,183.8,19,1,,0.001885741,3.9,180,20,417877.3188,4096621.671
6551,PSEUME,3-Aug-07,187,183.6,19.9,1,,0.027464588,3.6,180,20,417877.3533,4096622.592
6552,PSEUME,3-Aug-07,30,184.1,17.1,1,,0.000706858,5,180,20,417877.1279,4096619.757
6553,ARCTAN,3-Aug-07,141,180,13.8,1,YX,0.015614501,6.2,180,20,417872.3258,4096617.603
6554,ARCTAN,3-Aug-07,55,187.3,16.7,2,M,0.002906759,8,180,20,417880.1223,4096618.559
6555,ARBUME,3-Aug-07,13,191.1,13.3,1,L,0.000132732,11.1,200,20,417882.9373,4096614.308
6556,PSEUME,3-Aug-07,192,193.6,17,1,,0.028952918,7,200,20,417886.2929,4096617.254
6557,QUERPA,3-Aug-07,255,193.7,19.5,4,M,0.10567925,6.3,200,20,417887.0227,4096619.647
6558,PSEUME,3-Aug-07,80,195.3,19.5,1,,0.005026548,4.7,200,20,417888.5706,4096619.242
6559,PSEUME,3-Aug-07,310,196.6,18.3,1,,0.075476764,3.8,200,20,417889.5243,4096617.752
6560,LONIHI,3-Aug-07,20,197.2,17.9,1,,0.000314159,3.5,200,20,417890.0034,4096617.213
6561,PSEUME,3-Aug-07,40,199.1,18,1,,0.001256637,2.2,200,20,417891.8668,4096616.829
6562,PSEUME,3-Aug-07,350,198,15.8,1,,0.096211275,4.6,200,20,417890.2455,4096614.979
6563,PSEUME,3-Aug-07,94,198.1,14.8,1,,0.006939778,5.5,200,20,417890.089,4096613.986
6564,QUERPA,3-Aug-07,14,194.2,14.5,1,L,0.000153938,8,200,20,417886.2402,4096614.684
6565,PSEUME,3-Aug-07,412,195.3,12.5,1,,0.133316626,8.8,200,20,417886.7978,4096612.47
6566,PSEUME,3-Aug-07,617,197.3,11.6,1,,0.298992441,8.9,200,20,417888.5047,4096611.093
6567,LONIHI,3-Aug-07,19,198.2,7.3,1,,0.000283529,7.5,200,0,417888.2864,4096606.705
6568,QUERPA,3-Aug-07,130,198.3,6.7,1,I,0.013273229,6.9,200,0,417888.2311,4096606.1
6569,QUERPA,3-Aug-07,45,189.3,12.5,1,,0.001590431,12,180,20,417880.9934,4096613.99
6570,PSEUME,3-Aug-07,10,198,6,1,,7.85E-05,6.3,200,0,417887.7636,4096605.498
6571,QUERPA,3-Aug-07,110,196.6,2.2,3,M,0.015535961,4,200,0,417885.4469,4096602.177
6572,QUERPA,3-Aug-07,82,195.6,0.8,1,,0.005281017,4.5,200,0,417884.125,4096601.076
6573,ARCTCR,3-Aug-07,18,196,2.9,1,L,0.000254469,5,200,0,417885.0438,4096603.006
6574,ARCTCR,3-Aug-07,44,195.5,2.8,2,LM,0.001747511,5.4,200,0,417884.5347,4096603.036
6575,QUERPA,3-Aug-07,86,194.9,1,1,I,0.005808805,5.2,200,0,417883.4984,4096601.446
6576,LONIHI,3-Aug-07,12,193.2,1.2,2,M,0.000191637,6.9,200,0,417881.9045,4096602.07
6577,QUERPA,3-Aug-07,28,192.8,0.3,1,L,0.000615752,7.2,200,0,417881.2896,4096601.301
6578,RHAMCA,3-Aug-07,14,192.3,1.8,2,M,0.000232478,7.9,200,0,417881.1858,4096602.879
6579,TOXIDI,3-Aug-07,15,190.4,53.7,1,,0.000176715,11.4,200,60,417892.4915,4096653.568
6580,QUERPA,3-Aug-07,93,192.2,2.6,3,M,0.013233174,8.3,200,0,417881.2917,4096603.678
6581,QUERPA,3-Aug-07,43,191.4,2.2,1,,0.001452201,8.9,200,0,417880.4164,4096603.494
6582,QUERPA,3-Aug-07,34,191.4,3.1,2,M,0.001040653,9.1,200,0,417880.6444,4096604.364
6583,RHAMCA,3-Aug-07,18,191,2.4,1,L,0.000254469,9.3,200,0,417880.0801,4096603.788
6584,QUERPA,3-Aug-07,83,190.4,1.9,2,M,0.008333075,9.8,200,0,417879.3731,4096603.457
6585,ARCTCR,3-Aug-07,24,191.6,1.4,2,LM,0.000706858,8.5,200,0,417880.4073,4096602.669
6586,PSEUME,3-Aug-07,11,173.5,19.4,1,,9.50E-05,6.5,180,20,417867.4559,4096624.666
6587,RHAMCA,3-Aug-07,17,192.6,0.2,2,M,0.000380918,7.4,200,0,417881.0708,4096601.255
6588,QUERPA,3-Aug-07,18,192,0.8,1,,0.000254469,8,200,0,417880.6423,4096601.987
6589,PSEUME,3-Aug-07,44,192.6,4.4,1,,0.001520531,8.6,200,0,417882.1345,4096605.318
6590,ARCTCR,3-Aug-07,86,194.2,6.3,2,M,0.011350574,8.6,200,0,417884.1635,4096606.751
6591,PSEUME,3-Aug-07,18,192.9,6.2,1,,0.000254469,9.4,200,0,417882.8806,4096606.983
6592,RHAMCA,3-Aug-07,13,181.7,18.3,1,L,0.000132732,2.4,180,20,417875.11,4096621.525
6593,QUERPA,3-Aug-07,161,194.1,4.9,3,M,0.045146257,7.6,200,0,417883.7122,4096605.422
6594,ARCTAN,3-Aug-07,78,191.9,5.3,3,LM,0.0091923,9.7,200,0,417881.6852,4096606.366
6595,LONIHI,3-Aug-07,48,191.2,6.1,1,,0.001809557,10.7,200,0,417881.2106,4096607.317
6596,TOXIDI,3-Aug-07,13,191,6.9,1,,0.000132732,11.3,200,0,417881.2198,4096608.142
6597,ARCTCR,3-Aug-07,32,189.5,20.8,1,L,0.000804248,9.5,180,20,417883.2889,4096621.969
6598,QUERPA,3-Aug-07,34,189.3,4.5,1,L,0.00090792,10.3,180,0,417878.9674,4096606.251
6599,QUERPA,3-Aug-07,29,189.8,3.7,1,I,0.00066052,10.5,180,0,417879.2485,4096605.35
6600,QUERPA,3-Aug-07,63,189.7,3.2,2,M,0.005493075,10.2,180,0,417879.0251,4096604.892
6601,QUERAG,3-Aug-07,156,179,19.8,1,I,0.01911345,1,180,20,417872.8779,4096623.66
6602,PSEUME,3-Aug-07,49,179.8,19.2,1,,0.001885741,0.9,180,20,417873.4999,4096622.877
6603,PSEUME,3-Aug-07,58,179.6,19.2,1,,0.002642079,0.9,180,20,417873.3064,4096622.928
6604,PSEUME,3-Aug-07,105,179.7,18.1,1,,0.008659015,1.9,180,20,417873.1246,4096621.838
6605,PSEUME,3-Aug-07,35,179.7,16.8,1,,0.000962113,3.2,180,20,417872.7953,4096620.581
6606,PSEUME,3-Aug-07,82,179.1,17.1,1,,0.005281017,3.1,180,20,417872.2909,4096621.023
6607,PSEUME,3-Aug-07,12,177.7,17.9,1,,0.000113097,3.2,180,20,417871.1391,4096622.151
6608,PSEUME,3-Aug-07,95,177.4,17.5,1,,0.007088218,3.6,180,20,417870.7476,4096621.84
